(42, 30, 'B', 1186968, '93.20', '2013-1-28 15:53:18', 371, 3, 352, 'https://mega.nz/...'),
(66, 35, 'B', 741944, '89.97', '2016-6-23 5:16:50', 255, 9, 422, 'https://mega.nz/...'),
(66, 34, 'D', 554398, '67.21', '2011-11-28 14:40:47', 191, 64, 110, 'https://mega.nz/...'),
(66, 30, 'S', 814720, '99.83', '2016-4-26 16:19:43', 240, 0, 509, 'https://mega.nz/...'),
(14, 27, 'S', 795065, '99.67', '2015-9-12 14:59:40', 148, 0, 313, 'https://mega.nz/...'),
(14, 10, 'C', 596249, '74.30', '2012-7-24 22:13:39', 128, 7, 117, 'https://mega.nz/...'),
(14, 26, 'B', 705454, '86.41', '2016-9-20 19:16:30', 209, 31, 311, 'https://mega.nz/...'),
(186, 18, 'D', 540636, '67.01', '2011-4-4 14:51:26', 130, 74, 73, 'https://mega.nz/...'),
(186, 3, 'B', 712284, '87.28', '2016-11-24 21:55:30', 210, 19, 321, 'https://mega.nz/...'),
(186, 15, 'B', 734444, '91.78', '2011-1-26 11:22:59', 148, 5, 257, 'https://mega.nz/...'),
(186, 14, 'S', 804179, '98.36', '2016-11-16 18:4:6', 244, 0, 501, 'https://mega.nz/...'),
(186, 10, 'B', 710750, '88.61', '2010-8-6 2:11:21', 151, 9, 240, 'https://mega.nz/...'),
(53, 11, 'S', 1652070, '99.77', '2016-5-13 23:4:48', 493, 0, 511, 'https://mega.nz/...'),
(53, 20, 'A', 1565377, '96.89', '2010-10-7 7:54:31', 284, 9, 275, 'https://mega.nz/...'),
(53, 31, 'D', 1105276, '67.33', '2016-2-18 1:10:42', 285, 6, 81, 'https://mega.nz/...'),
(53, 27, 'S', 1578473, '97.94', '2015-6-9 21:44:58', 268, 4, 266, 'https://mega.nz/...'),
(53, 16, 'B', 1440852, '87.20', '2013-7-3 16:23:53', 416, 51, 310, 'https://mega.nz/...'),
(53, 10, 'C', 1277438, '75.51', '2013-1-6 8:18:20', 509, 101, 242, 'https://mega.nz/...'),
(66, 8, 'S', 1613194, '99.11', '2011-7-1 14:31:31', 350, 2, 358, 'https://mega.nz/...'),
(66, 26, 'C', 1252904, '74.39', '2015-3-4 7:34:21', 473, 120, 212, 'https://mega.nz/...'),
(66, 29, 'C', 1287296, '77.45', '2014-12-14 2:24:51', 407, 89, 211, 'https://mega.nz/...'),
(66, 5, 'B', 1421060, '85.19', '2010-2-23 14:36:46', 473, 41, 331, 'https://mega.nz/...'),
(66, 4, 'B', 1482138, '89.10', '2015-12-23 19:7:17', 474, 3, 374, 'https://mega.nz/...'),
(66, 26, 'C', 1192940, '70.25', '2016-7-8 11:3:58', 496, 139, 175, 'https://mega.nz/...'),
(15, 30, 'D', 1152076, '67.85', '2011-2-22 11:5:30', 478, 9, 142, 'https://mega.nz/...'),
(15, 11, 'C', 1199896, '73.33', '2010-10-20 23:14:17', 291, 83, 123, 'https://mega.nz/...'),
(15, 29, 'C', 1258521, '76.09', '2011-1-16 1:46:6', 369, 20, 180, 'https://mega.nz/...'),
(15, 22, 'C', 1378765, '84.76', '2015-5-21 13:57:32', 295, 56, 203, 'https://mega.nz/...'),
(15, 32, 'D', 1111042, '67.53', '2016-6-11 9:18:0', 298, 165, 86, 'https://mega.nz/...'),
(15, 14, 'C', 1363290, '82.70', '2012-12-11 1:39:34', 378, 54, 242, 'https://mega.nz/...'),
(94, 13, 'B', 1426231, '85.76', '2012-5-18 1:26:28', 455, 43, 324, 'https://mega.nz/...'),
(94, 35, 'B', 1494036, '90.24', '2016-8-21 4:43:32', 445, 37, 363, 'https://mega.nz/...'),
(94, 2, 'D', 1123008, '67.73', '2015-11-11 12:8:34', 342, 101, 100, 'https://mega.nz/...'),
(94, 16, 'C', 1376850, '84.04', '2016-1-17 17:38:50', 342, 23, 230, 'https://mega.nz/...'),
(94, 13, 'B', 1525883, '91.90', '2016-2-9 5:3:30', 475, 36, 406, 'https://mega.nz/...'),
(94, 26, 'C', 1247938, '75.24', '2015-10-10 14:10:2', 382, 124, 179, 'https://mega.nz/...'),
(94, 7, 'C', 1343012, '79.85', '2016-5-10 23:21:16', 499, 45, 287, 'https://mega.nz/...'),
(21, 20, 'C', 950900, '78.75', '2012-3-4 1:9:24', 325, 72, 187, 'https://mega.nz/...'),
(74, 3, 'D', 824612, '67.13', '2015-3-5 21:6:31', 347, 5, 102, 'https://mega.nz/...'),
(74, 6, 'S', 1156250, '99.35', '2016-1-10 12:57:14', 193, 1, 207, 'https://mega.nz/...'),
(81, 5, 'C', 862712, '71.32', '2015-10-9 3:57:35', 302, 21, 119, 'https://mega.nz/...'),
(81, 4, 'B', 1069475, '88.81', '2014-11-25 11:56:20', 352, 11, 289, 'https://mega.nz/...'),
(81, 19, 'C', 905662, '76.34', '2013-5-13 17:50:10', 234, 87, 121, 'https://mega.nz/...'),
(81, 17, 'A', 1121650, '95.61', '2013-12-15 9:18:34', 230, 1, 226, 'https://mega.nz/...'),
(81, 33, 'C', 945812, '78.60', '2012-4-14 18:43:36', 308, 31, 176, 'https://mega.nz/...'),
(81, 4, 'A', 1105487, '94.82', '2014-3-24 23:18:41', 194, 0, 187, 'https://mega.nz/...'),
(60, 20, 'C', 997350, '83.43', '2010-4-28 15:55:41', 294, 35, 203, 'https://mega.nz/...'),
(60, 14, 'S', 1156825, '99.43', '2016-8-15 8:56:13', 191, 0, 206, 'https://mega.nz/...'),
(60, 2, 'C', 860262, '71.81', '2013-11-18 10:28:34', 262, 2, 106, 'https://mega.nz/...'),
(60, 23, 'C', 901449, '75.51', '2014-7-20 9:8:2', 260, 19, 129, 'https://mega.nz/...'),
(60, 28, 'A', 1150187, '96.66', '2011-2-28 20:53:50', 314, 11, 317, 'https://mega.nz/...'),
(60, 23, 'C', 869637, '72.43', '2011-5-11 16:52:42', 274, 15, 116, 'https://mega.nz/...'),
(151, 33, 'C', 977887, '82.34', '2014-4-17 20:39:52', 258, 34, 171, 'https://mega.nz/...'),
(151, 11, 'C', 971962, '82.93', '2014-5-5 4:0:38', 195, 17, 132, 'https://mega.nz/...'),
(151, 35, 'C', 893887, '75.35', '2014-12-18 18:0:59', 231, 24, 114, 'https://mega.nz/...'),
(151, 10, 'C', 965050, '80.15', '2014-2-19 17:14:14', 317, 33, 193, 'https://mega.nz/...'),
(151, 33, 'C', 887987, '72.98', '2012-9-13 16:1:42', 335, 58, 146, 'https://mega.nz/...'),
(151, 11, 'B', 1033787, '87.86', '2015-3-9 16:15:21', 227, 25, 181, 'https://mega.nz/...'),
(151, 18, 'C', 964075, '80.59', '2016-1-20 11:40:51', 287, 38, 178, 'https://mega.nz/...'),
(151, 22, 'C', 956862, '79.06', '2016-10-1 12:4:40', 337, 24, 197, 'https://mega.nz/...'),
(168, 9, 'B', 1026362, '86.29', '2014-8-20 8:36:17', 278, 36, 211, 'https://mega.nz/...'),
(168, 11, 'C', 938562, '79.52', '2013-2-12 6:46:38', 220, 12, 131, 'https://mega.nz/...'),
(168, 10, 'B', 1086975, '91.23', '2015-12-23 14:14:46', 303, 0, 266, 'https://mega.nz/...'),
(168, 10, 'C', 954612, '80.41', '2011-4-12 22:37:40', 250, 30, 154, 'https://mega.nz/...'),
(168, 3, 'B', 1104737, '91.87', '2015-9-5 17:21:3', 356, 12, 318, 'https://mega.nz/...'),
(168, 15, 'A', 1153550, '96.07', '2010-12-25 8:51:9', 364, 7, 363, 'https://mega.nz/...'),
(147, 28, 'A', 1321728, '95.16', '2015-8-26 13:0:56', 428, 19, 453, 'https://mega.nz/...'),
(147, 26, 'C', 1095183, '79.34', '2014-4-17 16:25:20', 323, 78, 207, 'https://mega.nz/...'),
(147, 28, 'C', 1049031, '76.15', '2013-5-25 3:27:0', 299, 85, 166, 'https://mega.nz/...'),
(147, 15, 'B', 1225424, '90.93', '2010-3-24 22:19:54', 221, 19, 209, 'https://mega.nz/...'),
(147, 8, 'D', 951536, '68.02', '2011-11-6 12:32:3', 340, 123, 116, 'https://mega.nz/...'),
(147, 35, 'B', 1266490, '92.62', '2016-12-13 2:24:16', 317, 4, 314, 'https://mega.nz/...'),
(69, 19, 'C', 1130573, '80.98', '2012-11-17 18:48:2', 393, 46, 269, 'https://mega.nz/...'),
(69, 14, 'C', 1074374, '76.58', '2014-1-22 22:15:8', 398, 44, 226, 'https://mega.nz/...'),
(69, 35, 'S', 1358904, '99.18', '2015-7-3 19:56:15', 353, 1, 411, 'https://mega.nz/...'),
(32, 28, 'B', 1205216, '86.36', '2015-11-10 17:16:45', 417, 10, 344, 'https://mega.nz/...'),
(32, 5, 'A', 1323274, '95.83', '2010-5-15 3:11:25', 392, 2, 421, 'https://mega.nz/...'),
(32, 25, 'C', 1088152, '79.10', '2016-8-16 6:58:52', 303, 67, 192, 'https://mega.nz/...'),
(32, 29, 'D', 959312, '69.77', '2016-5-19 10:54:36', 265, 92, 103, 'https://mega.nz/...'),
(93, 21, 'C', 1144041, '82.14', '2010-5-3 17:4:56', 385, 67, 275, 'https://mega.nz/...'),
(93, 14, 'B', 1188336, '87.37', '2010-1-3 18:19:53', 267, 2, 227, 'https://mega.nz/...'),
(93, 2, 'B', 1208572, '89.47', '2015-2-14 21:40:3', 232, 13, 210, 'https://mega.nz/...'),
(93, 17, 'C', 1105946, '79.38', '2012-1-14 21:7:3', 374, 59, 240, 'https://mega.nz/...'),
(6, 1, 'B', 1286099, '93.76', '2012-2-26 6:45:0', 341, 11, 348, 'https://mega.nz/...'),
(6, 31, 'C', 1182149, '84.68', '2012-9-27 10:17:7', 411, 18, 321, 'https://mega.nz/...'),
(6, 1, 'C', 1016585, '72.47', '2014-10-17 1:9:54', 376, 21, 173, 'https://mega.nz/...'),
(6, 13, 'B', 1234327, '91.28', '2011-8-4 16:11:35', 243, 5, 232, 'https://mega.nz/...'),
(6, 24, 'B', 1156459, '85.39', '2013-2-23 13:8:44', 236, 13, 189, 'https://mega.nz/...'),
(6, 28, 'B', 1221318, '88.85', '2014-11-11 6:11:27', 336, 36, 299, 'https://mega.nz/...'),
(6, 20, 'B', 1244984, '91.18', '2013-9-16 3:20:30', 303, 17, 288, 'https://mega.nz/...'),
(6, 28, 'C', 1096975, '80.78', '2010-7-10 16:24:35', 238, 17, 161, 'https://mega.nz/...'),
(59, 7, 'C', 1139339, '83.74', '2015-3-17 22:3:38', 258, 70, 195, 'https://mega.nz/...'),
(59, 11, 'C', 1092758, '77.86', '2010-9-3 18:49:1', 407, 15, 245, 'https://mega.nz/...'),
(179, 4, 'C', 764522, '70.63', '2012-2-10 22:37:45', 316, 95, 161, 'https://mega.nz/...'),
(179, 11, 'C', 795079, '74.11', '2013-9-13 2:44:36', 296, 37, 184, 'https://mega.nz/...'),
(179, 3, 'C', 845711, '79.37', '2010-6-9 21:50:1', 288, 47, 229, 'https://mega.nz/...'),
(94, 30, 'C', 833143, '80.34', '2016-11-27 9:57:19', 177, 45, 146, 'https://mega.nz/...'),
(94, 14, 'C', 888013, '84.09', '2013-7-24 14:36:18', 265, 40, 251, 'https://mega.nz/...'),
(94, 10, 'B', 899592, '86.30', '2013-12-6 13:16:29', 213, 25, 217, 'https://mega.nz/...'),
(44, 32, 'S', 1033827, '97.71', '2014-9-10 22:33:18', 318, 7, 443, 'https://mega.nz/...'),
(44, 17, 'D', 742343, '68.43', '2011-5-10 18:8:13', 314, 59, 137, 'https://mega.nz/...'),
(44, 32, 'C', 812461, '76.26', '2010-5-22 9:38:53', 276, 21, 191, 'https://mega.nz/...'),
(44, 32, 'S', 1031956, '98.24', '2016-7-20 4:57:42', 282, 1, 398, 'https://mega.nz/...'),
(44, 1, 'C', 801077, '74.13', '2015-10-26 8:28:14', 325, 14, 203, 'https://mega.nz/...'),
(44, 18, 'C', 754181, '71.70', '2014-2-3 21:30:12', 211, 25, 115, 'https://mega.nz/...'),
(44, 3, 'S', 1024813, '99.34', '2016-2-29 6:35:56', 192, 1, 278, 'https://mega.nz/...'),
(44, 26, 'A', 993540, '96.57', '2012-9-21 7:38:14', 173, 5, 234, 'https://mega.nz/...'),
(76, 6, 'A', 1023690, '96.81', '2013-7-20 0:0:30', 312, 1, 426, 'https://mega.nz/...'),
(76, 16, 'D', 736097, '69.56', '2016-9-17 9:42:59', 227, 85, 107, 'https://mega.nz/...'),
(76, 28, 'D', 727913, '69.34', '2013-9-2 9:57:18', 197, 58, 92, 'https://mega.nz/...'),
(4, 9, 'C', 677102, '75.13', '2010-2-2 3:16:55', 264, 61, 168, 'https://mega.nz/...'),
(4, 35, 'S', 873129, '99.94', '2011-3-16 1:45:39', 213, 0, 303, 'https://mega.nz/...'),
(4, 3, 'C', 646580, '74.17', '2016-5-18 9:24:47', 151, 13, 91, 'https://mega.nz/...'),
(4, 3, 'C', 721304, '82.44', '2015-8-29 13:27:24', 181, 5, 157, 'https://mega.nz/...'),
(4, 10, 'S', 860292, '97.24', '2013-8-14 16:2:6', 261, 2, 349, 'https://mega.nz/...'),
(4, 27, 'C', 692840, '78.75', '2011-2-6 21:30:41', 192, 28, 144, 'https://mega.nz/...'),
(4, 15, 'D', 596240, '67.06', '2013-8-4 21:19:47', 195, 5, 74, 'https://mega.nz/...'),
(119, 15, 'D', 587677, '67.13', '2013-4-7 3:43:12', 149, 41, 57, 'https://mega.nz/...'),
(119, 3, 'B', 824256, '93.99', '2011-1-5 17:38:7', 216, 0, 266, 'https://mega.nz/...'),
(119, 20, 'B', 786184, '90.66', '2012-11-23 23:6:57', 164, 7, 185, 'https://mega.nz/...'),
(119, 29, 'C', 710911, '80.45', '2010-10-2 16:55:56', 212, 38, 170, 'https://mega.nz/...'),
(135, 7, 'C', 710035, '80.63', '2014-2-5 23:50:32', 200, 19, 162, 'https://mega.nz/...'),
(135, 16, 'D', 598587, '67.92', '2010-5-2 20:53:32', 171, 11, 69, 'https://mega.nz/...'),
(135, 5, 'B', 801824, '90.62', '2013-8-2 3:19:9', 244, 10, 275, 'https://mega.nz/...'),
(135, 4, 'B', 809612, '93.29', '2013-1-4 3:41:3', 172, 5, 208, 'https://mega.nz/...'),
(135, 34, 'C', 626011, '70.45', '2014-8-18 11:4:26', 203, 53, 99, 'https://mega.nz/...'),
(135, 20, 'S', 877069, '99.62', '2010-12-1 19:56:16', 246, 0, 347, 'https://mega.nz/...'),
(135, 12, 'C', 733427, '83.83', '2013-6-10 17:7:38', 184, 41, 168, 'https://mega.nz/...'),
(131, 29, 'B', 781756, '89.24', '2010-3-26 9:35:31', 201, 23, 217, 'https://mega.nz/...'),
(131, 34, 'D', 634170, '69.84', '2013-3-18 19:54:1', 269, 21, 126, 'https://mega.nz/...'),
(131, 11, 'B', 816218, '93.48', '2015-5-26 15:20:17', 197, 6, 240, 'https://mega.nz/...'),
(131, 8, 'C', 665336, '75.11', '2012-12-21 4:16:24', 206, 61, 131, 'https://mega.nz/...'),
(131, 25, 'C', 721960, '81.68', '2012-12-4 1:57:11', 216, 33, 182, 'https://mega.nz/...'),
(131, 19, 'C', 637513, '70.39', '2016-10-3 13:55:8', 263, 55, 128, 'https://mega.nz/...'),
(131, 14, 'D', 632847, '69.87', '2014-10-7 10:58:27', 261, 17, 122, 'https://mega.nz/...'),
(131, 14, 'B', 789737, '91.71', '2015-1-5 13:47:23', 138, 18, 160, 'https://mega.nz/...'),
(131, 32, 'A', 851404, '96.70', '2016-7-4 8:5:23', 239, 8, 315, 'https://mega.nz/...'),
(90, 26, 'C', 649208, '72.97', '2011-1-1 12:7:21', 214, 14, 121, 'https://mega.nz/...'),
(90, 23, 'B', 745656, '85.90', '2015-5-27 22:10:27', 159, 34, 155, 'https://mega.nz/...'),
(90, 22, 'C', 689220, '78.17', '2011-7-22 17:40:4', 198, 40, 145, 'https://mega.nz/...'),
(90, 18, 'D', 614843, '69.56', '2011-5-24 18:27:44', 184, 18, 84, 'https://mega.nz/...'),
(73, 5, 'B', 1108516, '88.82', '2015-2-19 0:59:59', 280, 27, 198, 'https://mega.nz/...'),
(73, 11, 'C', 938788, '75.81', '2012-2-18 6:20:1', 202, 19, 88, 'https://mega.nz/...'),
(73, 18, 'B', 1160903, '92.38', '2010-10-18 23:31:21', 331, 12, 259, 'https://mega.nz/...'),
(73, 6, 'D', 855156, '67.22', '2010-3-7 21:30:20', 293, 71, 74, 'https://mega.nz/...'),
(73, 15, 'C', 954905, '76.36', '2012-8-15 2:5:17', 250, 8, 111, 'https://mega.nz/...'),
(73, 20, 'C', 1031223, '81.98', '2016-6-6 21:35:35', 299, 54, 168, 'https://mega.nz/...'),
(73, 14, 'B', 1156802, '93.59', '2010-5-5 10:26:54', 239, 0, 193, 'https://mega.nz/...'),
(73, 34, 'D', 875622, '68.91', '2014-9-6 18:5:36', 295, 41, 85, 'https://mega.nz/...'),
(73, 21, 'B', 1184360, '93.33', '2016-4-10 11:15:0', 392, 10, 314, 'https://mega.nz/...'),
(11, 2, 'C', 953939, '74.00', '2010-6-5 9:21:38', 385, 2, 153, 'https://mega.nz/...'),
(11, 2, 'A', 1183201, '95.19', '2015-3-6 4:2:20', 276, 12, 232, 'https://mega.nz/...'),
(11, 14, 'C', 980816, '79.36', '2010-12-20 5:1:32', 202, 40, 103, 'https://mega.nz/...'),
(40, 33, 'B', 1114456, '89.49', '2015-8-2 13:17:37', 270, 9, 194, 'https://mega.nz/...'),
(40, 17, 'C', 1016895, '80.16', '2010-1-3 14:26:55', 335, 42, 176, 'https://mega.nz/...'),
(40, 4, 'D', 864245, '67.70', '2016-3-15 14:5:12', 310, 36, 82, 'https://mega.nz/...'),
(40, 28, 'C', 986677, '77.09', '2011-4-7 14:17:52', 366, 15, 169, 'https://mega.nz/...'),
(40, 2, 'C', 955593, '75.51', '2010-6-24 2:26:24', 304, 57, 130, 'https://mega.nz/...'),
(75, 27, 'D', 865953, '69.11', '2015-1-28 15:4:35', 235, 69, 69, 'https://mega.nz/...'),
(75, 16, 'C', 1000078, '77.88', '2013-3-1 3:11:10', 386, 23, 184, 'https://mega.nz/...'),
(75, 21, 'C', 1050257, '82.55', '2013-4-26 8:56:36', 360, 30, 207, 'https://mega.nz/...'),
(75, 12, 'B', 1089816, '86.82', '2015-10-3 11:36:37', 305, 10, 203, 'https://mega.nz/...'),
(75, 18, 'B', 1115955, '88.03', '2014-1-14 19:21:50', 364, 41, 251, 'https://mega.nz/...'),
(75, 1, 'D', 884795, '69.37', '2016-8-29 4:3:41', 314, 78, 94, 'https://mega.nz/...'),
(75, 28, 'A', 1169268, '95.01', '2011-2-13 2:39:50', 217, 15, 181, 'https://mega.nz/...'),
(75, 7, 'D', 875126, '67.69', '2014-6-22 9:41:32', 365, 108, 96, 'https://mega.nz/...'),
(9, 21, 'C', 907402, '70.65', '2013-7-10 20:49:10', 351, 13, 115, 'https://mega.nz/...'),
(9, 20, 'B', 1094214, '86.84', '2011-10-11 0:17:54', 326, 7, 217, 'https://mega.nz/...'),
(9, 24, 'C', 1045394, '84.03', '2010-12-11 9:8:8', 248, 8, 150, 'https://mega.nz/...'),
(9, 16, 'S', 1231213, '99.65', '2013-9-3 12:10:34', 252, 1, 235, 'https://mega.nz/...'),
(9, 10, 'C', 999059, '78.54', '2015-12-12 6:23:55', 342, 25, 168, 'https://mega.nz/...'),
(9, 2, 'B', 1098526, '89.02', '2011-11-29 13:49:14', 218, 22, 155, 'https://mega.nz/...'),
(9, 29, 'C', 963148, '75.54', '2010-1-16 0:23:6', 340, 57, 146, 'https://mega.nz/...'),
(9, 8, 'B', 1148221, '91.33', '2016-8-3 19:39:2', 330, 34, 250, 'https://mega.nz/...'),
(9, 22, 'B', 1139935, '90.83', '2010-5-5 22:39:54', 318, 12, 238, 'https://mega.nz/...'),
(170, 8, 'B', 1225267, '89.68', '2010-12-21 8:43:27', 396, 12, 284, 'https://mega.nz/...'),
(170, 27, 'B', 1185777, '88.07', '2015-4-24 0:17:38', 301, 34, 206, 'https://mega.nz/...'),
(34, 19, 'C', 1001070, '73.17', '2014-10-28 8:44:58', 330, 2, 124, 'https://mega.nz/...'),
(34, 32, 'C', 1133190, '83.83', '2010-1-11 13:36:33', 309, 16, 184, 'https://mega.nz/...'),
(34, 2, 'D', 927093, '66.94', '2015-8-15 7:57:5', 358, 7, 88, 'https://mega.nz/...'),
(11, 8, 'B', 1180834, '88.81', '2011-12-5 19:31:28', 229, 29, 160, 'https://mega.nz/...'),
(11, 3, 'D', 937187, '67.01', '2013-1-6 3:23:3', 404, 41, 100, 'https://mega.nz/...'),
(11, 26, 'C', 1059226, '77.06', '2015-1-29 16:51:10', 372, 89, 170, 'https://mega.nz/...'),
(11, 28, 'C', 1089366, '81.55', '2013-6-4 3:40:47', 236, 50, 129, 'https://mega.nz/...'),
(11, 3, 'A', 1286086, '94.62', '2014-2-11 15:14:8', 384, 14, 315, 'https://mega.nz/...'),
(11, 20, 'B', 1147932, '86.07', '2013-2-23 4:50:39', 240, 10, 154, 'https://mega.nz/...'),
(11, 17, 'B', 1222029, '89.99', '2014-8-7 0:3:45', 360, 9, 261, 'https://mega.nz/...'),
(11, 4, 'C', 1147322, '83.23', '2016-4-24 1:53:18', 418, 18, 244, 'https://mega.nz/...'),
(184, 27, 'S', 1307712, '97.99', '2014-2-21 2:7:8', 277, 7, 246, 'https://mega.nz/...'),
(184, 13, 'S', 1322874, '98.66', '2010-8-29 6:32:34', 310, 1, 280, 'https://mega.nz/...'),
(184, 23, 'D', 949337, '69.51', '2014-6-13 2:10:43', 305, 109, 91, 'https://mega.nz/...'),
(184, 19, 'D', 905179, '67.31', '2012-10-13 7:38:7', 225, 53, 57, 'https://mega.nz/...'),
(184, 2, 'S', 1320189, '98.65', '2011-3-25 13:56:35', 297, 2, 268, 'https://mega.nz/...'),
(184, 19, 'B', 1203267, '89.68', '2011-10-20 17:12:16', 286, 42, 205, 'https://mega.nz/...'),
(105, 17, 'A', 1299416, '96.64', '2016-12-16 1:3:25', 322, 4, 278, 'https://mega.nz/...'),
(105, 21, 'B', 1228503, '90.70', '2010-7-20 22:57:1', 347, 26, 256, 'https://mega.nz/...'),
(105, 12, 'C', 1066926, '79.29', '2014-5-1 13:41:53', 268, 0, 134, 'https://mega.nz/...'),
(105, 2, 'C', 1014501, '75.72', '2016-2-13 10:58:43', 234, 86, 100, 'https://mega.nz/...'),
(105, 34, 'D', 917579, '68.23', '2016-2-3 1:4:21', 228, 92, 62, 'https://mega.nz/...'),
(105, 26, 'C', 1042581, '75.05', '2010-8-14 3:34:28', 417, 15, 173, 'https://mega.nz/...'),
(105, 13, 'C', 967475, '71.43', '2010-10-3 18:30:41', 273, 106, 93, 'https://mega.nz/...'),
(190, 2, 'S', 1365989, '98.63', '2011-6-17 23:37:40', 291, 3, 270, 'https://mega.nz/...'),
(80, 25, 'C', 1061067, '76.05', '2014-12-25 16:32:58', 263, 1, 118, 'https://mega.nz/...'),
(123, 15, 'D', 976697, '69.89', '2015-5-5 22:18:47', 250, 41, 79, 'https://mega.nz/...'),
(123, 2, 'B', 1207264, '86.40', '2014-9-17 23:28:43', 308, 41, 206, 'https://mega.nz/...'),
(123, 14, 'B', 1259704, '88.88', '2010-5-7 5:12:40', 406, 12, 293, 'https://mega.nz/...'),
(98, 11, 'C', 1158305, '83.42', '2015-4-3 19:34:52', 261, 16, 158, 'https://mega.nz/...'),
(98, 20, 'C', 1134138, '80.84', '2012-10-11 18:20:31', 311, 25, 171, 'https://mega.nz/...'),
(136, 32, 'B', 1405112, '93.51', '2013-8-8 5:50:52', 377, 18, 324, 'https://mega.nz/...'),
(136, 24, 'B', 1364906, '91.85', '2013-8-24 21:32:43', 294, 34, 241, 'https://mega.nz/...'),
(136, 24, 'C', 1126411, '74.02', '2015-9-10 23:12:8', 369, 83, 156, 'https://mega.nz/...'),
(136, 35, 'D', 1051676, '67.53', '2016-1-29 12:2:23', 457, 49, 127, 'https://mega.nz/...'),
(136, 28, 'B', 1282458, '85.63', '2012-8-23 16:0:26', 324, 41, 221, 'https://mega.nz/...'),
(157, 25, 'B', 1365031, '89.96', '2011-7-27 5:40:18', 429, 13, 334, 'https://mega.nz/...'),
(157, 6, 'B', 1290289, '87.19', '2010-5-11 10:48:28', 252, 53, 181, 'https://mega.nz/...'),
(174, 19, 'C', 1166914, '75.94', '2015-10-4 5:19:38', 435, 58, 203, 'https://mega.nz/...'),
(174, 14, 'D', 1040385, '68.48', '2010-5-2 7:22:47', 333, 23, 100, 'https://mega.nz/...'),
(174, 15, 'C', 1227779, '80.60', '2011-9-24 23:8:53', 408, 22, 233, 'https://mega.nz/...'),
(174, 18, 'S', 1453452, '98.33', '2013-6-24 15:27:33', 276, 0, 267, 'https://mega.nz/...'),
(174, 32, 'S', 1490489, '98.35', '2016-7-9 22:30:59', 460, 0, 445, 'https://mega.nz/...'),
(174, 12, 'A', 1418354, '96.34', '2010-11-25 7:6:32', 242, 16, 223, 'https://mega.nz/...'),
(174, 30, 'A', 1421022, '94.01', '2010-2-18 15:53:49', 421, 23, 366, 'https://mega.nz/...'),
(115, 6, 'B', 1356554, '91.85', '2010-3-16 15:23:18', 252, 35, 207, 'https://mega.nz/...'),
(115, 25, 'B', 1392081, '93.10', '2012-1-27 22:5:50', 341, 1, 290, 'https://mega.nz/...'),
(115, 9, 'B', 1315637, '87.84', '2015-8-11 2:21:32', 333, 14, 244, 'https://mega.nz/...'),
(71, 32, 'B', 1318798, '88.14', '2012-7-19 22:5:3', 327, 22, 241, 'https://mega.nz/...'),
(71, 13, 'C', 1129230, '73.74', '2011-5-9 9:38:56', 403, 47, 168, 'https://mega.nz/...'),
(71, 31, 'C', 1171677, '76.50', '2013-12-7 7:40:9', 419, 38, 201, 'https://mega.nz/...'),
(71, 35, 'B', 1414990, '93.47', '2010-6-18 7:8:28', 429, 13, 368, 'https://mega.nz/...'),
(71, 11, 'C', 1081922, '70.74', '2010-6-8 21:19:25', 380, 79, 133, 'https://mega.nz/...'),
(71, 4, 'C', 1188166, '79.79', '2011-8-13 16:20:33', 268, 56, 148, 'https://mega.nz/...'),
(71, 6, 'C', 1091534, '70.85', '2011-12-10 9:1:40', 420, 10, 148, 'https://mega.nz/...'),
(71, 8, 'B', 1376636, '90.47', '2016-4-17 23:7:23', 451, 17, 357, 'https://mega.nz/...'),
(71, 35, 'S', 1463644, '98.02', '2011-3-23 13:40:11', 349, 0, 335, 'https://mega.nz/...'),
(195, 4, 'C', 1079064, '71.20', '2011-3-15 10:18:56', 333, 29, 120, 'https://mega.nz/...'),
(195, 15, 'C', 1252578, '84.39', '2010-12-26 4:18:26', 263, 53, 172, 'https://mega.nz/...'),
(195, 21, 'B', 1282553, '86.79', '2013-11-18 5:13:58', 242, 51, 171, 'https://mega.nz/...'),
(195, 31, 'S', 1486778, '98.30', '2016-2-16 19:48:19', 445, 7, 430, 'https://mega.nz/...'),
(195, 27, 'B', 1284570, '86.83', '2016-2-24 8:14:17', 249, 60, 176, 'https://mega.nz/...'),
(195, 34, 'B', 1388786, '91.94', '2012-1-3 9:19:50', 407, 24, 335, 'https://mega.nz/...'),
(195, 16, 'C', 1190028, '78.55', '2015-1-12 23:23:0', 365, 67, 191, 'https://mega.nz/...'),
(195, 29, 'C', 1262597, '82.50', '2012-9-18 13:57:14', 447, 74, 274, 'https://mega.nz/...'),
(195, 22, 'C', 1170552, '78.27', '2015-8-19 16:19:49', 288, 92, 149, 'https://mega.nz/...'),
(182, 11, 'B', 1134680, '90.29', '2010-10-16 10:50:43', 256, 3, 206, 'https://mega.nz/...'),
(182, 24, 'B', 1142239, '89.75', '2012-11-12 15:54:10', 326, 15, 259, 'https://mega.nz/...'),
(182, 5, 'S', 1236280, '99.59', '2014-11-4 6:16:13', 206, 0, 210, 'https://mega.nz/...'),
(182, 29, 'A', 1203640, '95.27', '2012-11-11 22:30:29', 302, 17, 278, 'https://mega.nz/...'),
